,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
2438,ENSG00000177728,75441159,75500452,17,protein_coding,TMEM94,ENSMUSG00000020747,115656259,115690192,11,protein_coding,Tmem94
15543,ENSG00000182896,7355123,7357219,17,protein_coding,TMEM95,ENSMUSG00000094845,69766883,69768879,11,protein_coding,Tmem95
9475,ENSG00000109084,28319200,28328685,17,protein_coding,TMEM97,ENSMUSG00000037278,78432643,78441603,11,protein_coding,Tmem97
8922,ENSG00000006042,32927910,32945106,17,protein_coding,TMEM98,ENSMUSG00000035413,80701001,80712859,11,protein_coding,Tmem98
7244,ENSG00000175348,8947202,8965011,11,protein_coding,TMEM9B,ENSMUSG00000031021,109335041,109352082,7,protein_coding,Tmem9b
6798,ENSG00000144747,69019827,69052339,3,protein_coding,TMF1,ENSMUSG00000030059,97129958,97156083,6,protein_coding,Tmf1
12501,ENSG00000181585,46694528,46710886,3,protein_coding,TMIE,ENSMUSG00000049555,110694779,110709181,9,protein_coding,Tmie
2486,ENSG00000182271,30316333,30334059,17,protein_coding,TMIGD1,ENSMUSG00000020839,76792985,76807413,11,protein_coding,Tmigd1
14988,ENSG00000121933,111483348,111563962,1,protein_coding,TMIGD3,ENSMUSG00000074344,105778219,105831358,3,protein_coding,Tmigd3
5900,ENSG00000136842,97501180,97601743,9,protein_coding,TMOD1,ENSMUSG00000028328,46038935,46116032,4,protein_coding,Tmod1
7842,ENSG00000128872,51751597,51816363,15,protein_coding,TMOD2,ENSMUSG00000032186,75472903,75518607,9,protein_coding,Tmod2
13727,ENSG00000138594,51829628,51947295,15,protein_coding,TMOD3,ENSMUSG00000058587,75404989,75466939,9,protein_coding,Tmod3
792,ENSG00000163157,151169986,151176284,1,protein_coding,TMOD4,ENSMUSG00000005628,95031787,95036520,3,protein_coding,Tmod4
15278,ENSG00000188167,33090421,33097146,3,protein_coding,TMPPE,ENSMUSG00000079260,114230173,114236344,9,protein_coding,Tmppe
14838,ENSG00000187054,67909395,67964140,4,protein_coding,TMPRSS11A,ENSMUSG00000072845,86558269,86616849,5,protein_coding,Tmprss11a
14009,ENSG00000153802,67820876,67884002,4,protein_coding,TMPRSS11D,ENSMUSG00000061259,86450076,86521279,5,protein_coding,Tmprss11d
13276,ENSG00000087128,68447463,68497604,4,protein_coding,TMPRSS11E,ENSMUSG00000054537,86853045,86893674,5,protein_coding,Tmprss11e
12360,ENSG00000198092,68053198,68129869,4,protein_coding,TMPRSS11F,ENSMUSG00000048764,86669757,86780283,5,protein_coding,Tmprss11f
11783,ENSG00000186452,50842920,50887884,12,protein_coding,TMPRSS12,ENSMUSG00000045631,100178718,100190947,15,protein_coding,Tmprss12
9427,ENSG00000137747,117900641,117929459,11,protein_coding,TMPRSS13,ENSMUSG00000037129,45230398,45258879,9,protein_coding,Tmprss13
3513,ENSG00000154646,18269116,18485879,21,protein_coding,TMPRSS15,ENSMUSG00000022857,78749896,78887985,16,protein_coding,Tmprss15
56,ENSG00000184012,41464300,41531116,21,protein_coding,TMPRSS2,ENSMUSG00000000385,97365882,97412395,16,protein_coding,Tmprss2
3783,ENSG00000160183,42371887,42396091,21,protein_coding,TMPRSS3,ENSMUSG00000024034,31398239,31417951,17,protein_coding,Tmprss3
7801,ENSG00000137648,118077012,118121890,11,protein_coding,TMPRSS4,ENSMUSG00000032091,45084024,45115390,9,protein_coding,Tmprss4
7883,ENSG00000166682,113687547,113706373,11,protein_coding,TMPRSS5,ENSMUSG00000032268,48992560,49028887,9,protein_coding,Tmprss5
1566,ENSG00000187045,37065436,37109713,22,protein_coding,TMPRSS6,ENSMUSG00000016942,78323867,78352834,15,protein_coding,Tmprss6
8247,ENSG00000176040,112034843,112081269,3,protein_coding,TMPRSS7,ENSMUSG00000033177,45476678,45514021,16,protein_coding,Tmprss7
13809,ENSG00000178297,2360238,2426239,19,protein_coding,TMPRSS9,ENSMUSG00000059406,80707682,80735326,10,protein_coding,Tmprss9
12550,ENSG00000154620,13703899,13706024,Y,protein_coding,TMSB4Y,ENSMUSG00000049775,165990089,165992311,X,protein_coding,Tmsb4x
6923,ENSG00000133687,29500840,29784759,12,protein_coding,TMTC1,ENSMUSG00000030306,148133928,148345887,6,protein_coding,Tmtc1
9086,ENSG00000179104,82686880,83134870,12,protein_coding,TMTC2,ENSMUSG00000036019,105023524,105410312,10,protein_coding,Tmtc2
9276,ENSG00000139324,88142296,88199887,12,protein_coding,TMTC3,ENSMUSG00000036676,100279764,100323212,10,protein_coding,Tmtc3
10907,ENSG00000125247,100603625,100675093,13,protein_coding,TMTC4,ENSMUSG00000041594,123156383,123221447,14,protein_coding,Tmtc4
6261,ENSG00000164897,151081085,151083493,7,protein_coding,TMUB1,ENSMUSG00000028958,24650456,24652852,5,protein_coding,Tmub1
8707,ENSG00000168591,44186970,44191929,17,protein_coding,TMUB2,ENSMUSG00000034757,102175757,102180063,11,protein_coding,Tmub2
2611,ENSG00000139921,51240162,51257655,14,protein_coding,TMX1,ENSMUSG00000021072,70499869,70514814,12,protein_coding,Tmx1
12594,ENSG00000213593,57712593,57740973,11,protein_coding,TMX2,ENSMUSG00000050043,84501660,84509484,2,protein_coding,Tmx2
4080,ENSG00000166479,68673688,68715108,18,protein_coding,TMX3,ENSMUSG00000024614,90528278,90561391,18,protein_coding,Tmx3
8697,ENSG00000125827,7977346,8019805,20,protein_coding,TMX4,ENSMUSG00000034723,134436105,134486065,2,protein_coding,Tmx4
5922,ENSG00000041982,115019575,115118257,9,protein_coding,TNC,ENSMUSG00000028364,63878022,63965252,4,protein_coding,Tnc
3977,ENSG00000232810,31575565,31578336,6,protein_coding,TNF,ENSMUSG00000024401,35418357,35420983,17,protein_coding,Tnf
1622,ENSG00000109079,28335602,28347009,17,protein_coding,TNFAIP1,ENSMUSG00000017615,78413676,78427158,11,protein_coding,Tnfaip1
2711,ENSG00000185215,103121476,103137439,14,protein_coding,TNFAIP2,ENSMUSG00000021281,111408903,111421452,12,protein_coding,Tnfaip2
1947,ENSG00000118503,137867214,137883312,6,protein_coding,TNFAIP3,ENSMUSG00000019850,18876658,18891405,10,protein_coding,Tnfaip3
13139,ENSG00000123610,151357592,151380046,2,protein_coding,TNFAIP6,ENSMUSG00000053475,51928021,51946698,2,protein_coding,Tnfaip6
14111,ENSG00000145779,119268692,119399688,5,protein_coding,TNFAIP8,ENSMUSG00000062210,50112494,50240240,18,protein_coding,Tnfaip8
11574,ENSG00000185361,4639516,4655568,19,protein_coding,TNFAIP8L1,ENSMUSG00000044469,56469477,56480955,17,protein_coding,Tnfaip8l1
1291,ENSG00000163154,151156649,151159749,1,protein_coding,TNFAIP8L2,ENSMUSG00000013707,95046832,95049671,3,protein_coding,Tnfaip8l2
14989,ENSG00000183578,51056598,51105276,15,protein_coding,TNFAIP8L3,ENSMUSG00000074345,53930689,53975672,9,protein_coding,Tnfaip8l3
4867,ENSG00000141655,62325287,62391288,18,protein_coding,TNFRSF11A,ENSMUSG00000026321,105708443,105775709,1,protein_coding,Tnfrsf11a
14254,ENSG00000164761,118923557,118951885,8,protein_coding,TNFRSF11B,ENSMUSG00000063727,54114015,54141880,15,protein_coding,Tnfrsf11b
1171,ENSG00000240505,16929816,16972118,17,protein_coding,TNFRSF13B,ENSMUSG00000010142,61017581,61040198,11,protein_coding,Tnfrsf13b
14492,ENSG00000159958,41922032,41926806,22,protein_coding,TNFRSF13C,ENSMUSG00000068105,82105944,82108570,15,protein_coding,Tnfrsf13c
3324,ENSG00000048462,11965210,11968068,16,protein_coding,TNFRSF17,ENSMUSG00000022496,11131676,11137938,16,protein_coding,Tnfrsf17
11011,ENSG00000186891,1203508,1206592,1,protein_coding,TNFRSF18,ENSMUSG00000041954,156110621,156113352,4,protein_coding,Tnfrsf18
13941,ENSG00000127863,23570370,23676104,13,protein_coding,TNFRSF19,ENSMUSG00000060548,61201324,61283939,14,protein_coding,Tnfrsf19
6944,ENSG00000067182,6328757,6342114,12,protein_coding,TNFRSF1A,ENSMUSG00000030341,125326325,125339447,6,protein_coding,Tnfrsf1a
6053,ENSG00000028137,12166991,12209228,1,protein_coding,TNFRSF1B,ENSMUSG00000028599,144940033,144973440,4,protein_coding,Tnfrsf1b
3720,ENSG00000146072,47231532,47309905,6,protein_coding,TNFRSF21,ENSMUSG00000023915,43327446,43400080,17,protein_coding,Tnfrsf21
4157,ENSG00000215788,6460786,6466175,1,protein_coding,TNFRSF25,ENSMUSG00000024793,152200391,152204576,4,protein_coding,Tnfrsf25
6333,ENSG00000186827,1211340,1214153,1,protein_coding,TNFRSF4,ENSMUSG00000029075,156098300,156101069,4,protein_coding,Tnfrsf4
6056,ENSG00000120949,12063303,12144207,1,protein_coding,TNFRSF8,ENSMUSG00000028602,144993707,145041734,4,protein_coding,Tnfrsf8
6268,ENSG00000049249,7915871,7943165,1,protein_coding,TNFRSF9,ENSMUSG00000028965,150999019,151030559,4,protein_coding,Tnfrsf9
10208,ENSG00000121858,172505508,172523475,3,protein_coding,TNFSF10,ENSMUSG00000039304,27371177,27396576,3,protein_coding,Tnfsf10
3058,ENSG00000120659,42562736,42608013,13,protein_coding,TNFSF11,ENSMUSG00000022015,78514885,78545483,14,protein_coding,Tnfsf11
15588,ENSG00000239697,7549058,7557890,17,protein_coding,TNFSF12,ENSMUSG00000097328,69577076,69586675,11,protein_coding,Tnfsf12
15388,ENSG00000161955,7558292,7561608,17,protein_coding,TNFSF13,ENSMUSG00000089669,69573672,69576610,11,protein_coding,Tnfsf13
7454,ENSG00000102524,108251240,108308484,13,protein_coding,TNFSF13B,ENSMUSG00000031497,10056467,10089072,8,protein_coding,Tnfsf13b
818,ENSG00000125735,6661253,6670588,19,protein_coding,TNFSF14,ENSMUSG00000005824,57496492,57501177,17,protein_coding,Tnfsf14
12667,ENSG00000181634,114784652,114806039,9,protein_coding,TNFSF15,ENSMUSG00000050395,63642840,63663350,4,protein_coding,Tnfsf15
14406,ENSG00000120337,173039202,173050941,1,protein_coding,TNFSF18,ENSMUSG00000066755,161322224,161332859,1,protein_coding,Tnfsf18
5070,ENSG00000117586,173183731,173207331,1,protein_coding,TNFSF4,ENSMUSG00000026700,161222980,161245981,1,protein_coding,Tnfsf4
5921,ENSG00000106952,114893343,114930595,9,protein_coding,TNFSF8,ENSMUSG00000028362,63749545,63779584,4,protein_coding,Tnfsf8
8995,ENSG00000125657,6531026,6535924,19,protein_coding,TNFSF9,ENSMUSG00000035678,57412325,57414757,17,protein_coding,Tnfsf9
5588,ENSG00000154310,171058414,171460408,3,protein_coding,TNIK,ENSMUSG00000027692,28317363,28730007,3,protein_coding,Tnik
2244,ENSG00000145901,151029945,151093577,5,protein_coding,TNIP1,ENSMUSG00000020400,54801611,54853743,11,protein_coding,Tnip1
13866,ENSG00000168884,2741648,2756342,4,protein_coding,TNIP2,ENSMUSG00000059866,34653431,34671335,5,protein_coding,Tnip2
11506,ENSG00000050730,121131408,121227466,4,protein_coding,TNIP3,ENSMUSG00000044162,65502297,65611024,6,protein_coding,Tnip3
246,ENSG00000174292,7380534,7389774,17,protein_coding,TNK1,ENSMUSG00000001583,69741831,69749556,11,protein_coding,Tnk1
3474,ENSG00000061938,195863364,195911945,3,protein_coding,TNK2,ENSMUSG00000022791,32462692,32502311,16,protein_coding,Tnk2
7472,ENSG00000173273,9555912,9782346,8,protein_coding,TNKS,ENSMUSG00000031529,35293614,35432844,8,protein_coding,Tnks
8450,ENSG00000149115,57299638,57324952,11,protein_coding,TNKS1BP1,ENSMUSG00000033955,84878366,84903392,2,protein_coding,Tnks1bp1
4168,ENSG00000107854,91798426,91865475,10,protein_coding,TNKS2,ENSMUSG00000024811,36811632,36870877,19,protein_coding,Tnks2
7339,ENSG00000000005,100584936,100599885,X,protein_coding,TNMD,ENSMUSG00000031250,132751729,132766326,X,protein_coding,Tnmd
5080,ENSG00000120332,175067833,175148075,1,protein_coding,TNN,ENSMUSG00000026725,159912599,159981150,1,protein_coding,Tnn
15499,ENSG00000114854,52451100,52454041,3,protein_coding,TNNC1,ENSMUSG00000091898,30930269,30933686,14,protein_coding,Tnnc1
1591,ENSG00000101470,45823214,45833745,20,protein_coding,TNNC2,ENSMUSG00000017300,164619081,164621887,2,protein_coding,Tnnc2
4911,ENSG00000159173,201403768,201429866,1,protein_coding,TNNI1,ENSMUSG00000026418,135707172,135738727,1,protein_coding,Tnni1
7265,ENSG00000130598,1838981,1841680,11,protein_coding,TNNI2,ENSMUSG00000031097,141995545,141998147,7,protein_coding,Tnni2
8935,ENSG00000129991,55151767,55157773,19,protein_coding,TNNI3,ENSMUSG00000035458,4521304,4527228,7,protein_coding,Tnni3
10459,ENSG00000116783,74235387,74544428,1,protein_coding,TNNI3K,ENSMUSG00000040086,154491928,154761044,3,protein_coding,Tnni3k
14310,ENSG00000105048,55132698,55149206,19,protein_coding,TNNT1,ENSMUSG00000064179,4507569,4519381,7,protein_coding,Tnnt1
4907,ENSG00000118194,201359008,201377764,1,protein_coding,TNNT2,ENSMUSG00000026414,135764092,135779998,1,protein_coding,Tnnt2
14054,ENSG00000130595,1919703,1938706,11,protein_coding,TNNT3,ENSMUSG00000061723,142052573,142069746,7,protein_coding,Tnnt3
4793,ENSG00000118245,216859458,216860064,2,protein_coding,TNP1,ENSMUSG00000026182,73054233,73055068,1,protein_coding,Tnp1
11318,ENSG00000178279,11267748,11269533,16,protein_coding,TNP2,ENSMUSG00000043050,10605800,10606524,16,protein_coding,Tnp2
1114,ENSG00000083312,72816312,72916733,5,protein_coding,TNPO1,ENSMUSG00000009470,98975527,99062892,13,protein_coding,Tnpo1
7565,ENSG00000105576,12699201,12724011,19,protein_coding,TNPO2,ENSMUSG00000031691,85763544,85784212,8,protein_coding,Tnpo2
1255,ENSG00000064419,128954180,129055173,7,protein_coding,TNPO3,ENSMUSG00000012535,29540826,29609886,6,protein_coding,Tnpo3
1479,ENSG00000116147,175315194,175743616,1,protein_coding,TNR,ENSMUSG00000015829,159351339,159759299,1,protein_coding,Tnr
10259,ENSG00000182095,5306790,5425414,7,protein_coding,TNRC18,ENSMUSG00000039477,142710416,142803417,5,protein_coding,Tnrc18
13036,ENSG00000090905,24610209,24827632,16,protein_coding,TNRC6A,ENSMUSG00000052707,122723108,122794519,7,protein_coding,Tnrc6a
12212,ENSG00000100354,40044817,40335808,22,protein_coding,TNRC6B,ENSMUSG00000047888,80595514,80825286,15,protein_coding,Tnrc6b
4538,ENSG00000078687,77959240,78108835,17,protein_coding,TNRC6C,ENSMUSG00000025571,117545115,117654265,11,protein_coding,Tnrc6c
13376,ENSG00000079308,217799588,218033982,2,protein_coding,TNS1,ENSMUSG00000055322,73949390,74163608,1,protein_coding,Tns1
9387,ENSG00000111077,53046969,53064379,12,protein_coding,TNS2,ENSMUSG00000037003,102008848,102024836,15,protein_coding,Tns2
2253,ENSG00000136205,47275154,47582558,7,protein_coding,TNS3,ENSMUSG00000020422,8381652,8614681,11,protein_coding,Tns3
1621,ENSG00000131746,40475828,40501623,17,protein_coding,TNS4,ENSMUSG00000017607,98956504,98980132,11,protein_coding,Tns4
8289,ENSG00000168477,32041153,32115334,6,protein_coding,TNXB,ENSMUSG00000033327,34879431,34938789,17,protein_coding,Tnxb
9572,ENSG00000141232,50862223,50867978,17,protein_coding,TOB1,ENSMUSG00000037573,94102280,94106321,11,protein_coding,Tob1
12329,ENSG00000183864,41433494,41446801,22,protein_coding,TOB2,ENSMUSG00000048546,81732473,81742997,15,protein_coding,Tob2
6110,ENSG00000132773,45340052,45343973,1,protein_coding,TOE1,ENSMUSG00000028688,116651507,116664837,4,protein_coding,Toe1
8977,ENSG00000198718,44962190,45074431,14,protein_coding,TOGARAM1,ENSMUSG00000035614,65012578,65069347,12,protein_coding,Togaram1
11808,ENSG00000189350,28956611,29052230,2,protein_coding,TOGARAM2,ENSMUSG00000045761,71980256,72036664,17,protein_coding,Togaram2
4332,ENSG00000078902,1274371,1309654,11,protein_coding,TOLLIP,ENSMUSG00000025139,141428550,141472244,7,protein_coding,Tollip
11292,ENSG00000100284,35299275,35347992,22,protein_coding,TOM1,ENSMUSG00000042870,75760333,75796749,8,protein_coding,Tom1
2316,ENSG00000141198,54899387,54961956,17,protein_coding,TOM1L1,ENSMUSG00000020541,90534291,90579192,11,protein_coding,Tom1l1
74,ENSG00000175662,17843511,17972422,17,protein_coding,TOM1L2,ENSMUSG00000000538,60117540,60243731,11,protein_coding,Tom1l2
15526,ENSG00000173726,235109341,235128837,1,protein_coding,TOMM20,ENSMUSG00000093904,127657417,127672594,8,protein_coding,Tomm20
2613,ENSG00000196860,58395928,58408702,14,protein_coding,TOMM20L,ENSMUSG00000021078,71158202,71169995,12,protein_coding,Tomm20l
3280,ENSG00000100216,38681957,38685421,22,protein_coding,TOMM22,ENSMUSG00000022427,79555062,79557601,15,protein_coding,Tomm22
1699,ENSG00000025772,44942130,44960397,20,protein_coding,TOMM34,ENSMUSG00000018322,163895460,163913089,2,protein_coding,Tomm34
462,ENSG00000130204,44890569,44903689,19,protein_coding,TOMM40,ENSMUSG00000002984,19435238,19449363,7,protein_coding,Tomm40
798,ENSG00000158882,161225939,161230746,1,protein_coding,TOMM40L,ENSMUSG00000005674,171043580,171050083,1,protein_coding,Tomm40l
8331,ENSG00000214736,41787662,41789898,6,protein_coding,TOMM6,ENSMUSG00000033475,47997571,47999311,17,protein_coding,Tomm6
6289,ENSG00000196683,22812628,22822849,7,protein_coding,TOMM7,ENSMUSG00000028998,24043942,24049159,5,protein_coding,Tomm7
3448,ENSG00000154174,100363431,100401089,3,protein_coding,TOMM70,ENSMUSG00000022752,56942066,56977068,16,protein_coding,Tomm70a
13798,ENSG00000160949,144428775,144444440,8,protein_coding,TONSL,ENSMUSG00000059323,76510202,76524158,15,protein_coding,Tonsl
14660,ENSG00000198900,41028822,41124487,20,protein_coding,TOP1,ENSMUSG00000070544,160487808,160564684,2,protein_coding,Top1
134,ENSG00000184428,143304384,143359979,8,protein_coding,TOP1MT,ENSMUSG00000000934,75528884,75550649,15,protein_coding,Top1mt
2538,ENSG00000131747,40388525,40417896,17,protein_coding,TOP2A,ENSMUSG00000020914,98883769,98915015,11,protein_coding,Top2a
1613,ENSG00000077097,25597984,25664907,3,protein_coding,TOP2B,ENSMUSG00000017485,6034301,6104584,14,protein_coding,Top2b
436,ENSG00000177302,18271428,18315007,17,protein_coding,TOP3A,ENSMUSG00000002814,60630884,60668191,11,protein_coding,Top3a
3467,ENSG00000100038,21957025,21982813,22,protein_coding,TOP3B,ENSMUSG00000022779,16688600,16710854,16,protein_coding,Top3b
15546,ENSG00000173769,44241886,44332098,3,protein_coding,TOPAZ1,ENSMUSG00000094985,122576411,122631200,9,protein_coding,Topaz1
8051,ENSG00000163781,133598175,133662380,3,protein_coding,TOPBP1,ENSMUSG00000032555,103182414,103227627,9,protein_coding,Topbp1
9313,ENSG00000197579,32540544,32552586,9,protein_coding,TOPORS,ENSMUSG00000036822,40259601,40269850,4,protein_coding,Topors
5160,ENSG00000136827,129812942,129824244,9,protein_coding,TOR1A,ENSMUSG00000026849,30850639,30857945,2,protein_coding,Tor1a
4937,ENSG00000143337,179882042,179920077,1,protein_coding,TOR1AIP1,ENSMUSG00000026466,155880345,155912226,1,protein_coding,Tor1aip1
12694,ENSG00000169905,179839967,179877803,1,protein_coding,TOR1AIP2,ENSMUSG00000050565,155911149,155944607,1,protein_coding,Tor1aip2
5159,ENSG00000136816,129803157,129811281,9,protein_coding,TOR1B,ENSMUSG00000026848,30842971,30849027,2,protein_coding,Tor1b
1120,ENSG00000160404,127731524,127735313,9,protein_coding,TOR2A,ENSMUSG00000009563,32647246,32652256,2,protein_coding,Tor2a
13938,ENSG00000186283,179082070,179098023,1,protein_coding,TOR3A,ENSMUSG00000060519,156481187,156501926,1,protein_coding,Tor3a
13833,ENSG00000198113,137277726,137282641,9,protein_coding,TOR4A,ENSMUSG00000059555,25082978,25086898,2,protein_coding,Tor4a
10826,ENSG00000198846,58805412,59119147,8,protein_coding,TOX,ENSMUSG00000041272,6686353,6991557,4,protein_coding,Tox
15016,ENSG00000124191,43914852,44069616,20,protein_coding,TOX2,ENSMUSG00000074607,163045045,163166090,2,protein_coding,Tox2
11425,ENSG00000103460,52436417,52547802,16,protein_coding,TOX3,ENSMUSG00000043668,90973668,91074971,8,protein_coding,Tox3
1561,ENSG00000092203,21476597,21499175,14,protein_coding,TOX4,ENSMUSG00000016831,52516603,52533858,14,protein_coding,Tox4
8881,ENSG00000146242,82363206,82367420,6,protein_coding,TPBG,ENSMUSG00000035274,85724433,85729093,9,protein_coding,Tpbg
15580,ENSG00000261594,75240774,75243704,11,protein_coding,TPBGL,ENSMUSG00000096606,99273289,99276310,7,protein_coding,Tpbgl
8124,ENSG00000186815,113221050,113298585,12,protein_coding,TPCN1,ENSMUSG00000032741,120672218,120726738,5,protein_coding,Tpcn1
12347,ENSG00000162341,69048932,69136316,11,protein_coding,TPCN2,ENSMUSG00000048677,144740261,144837748,7,protein_coding,Tpcn2
5491,ENSG00000076554,80034745,80231232,8,protein_coding,TPD52,ENSMUSG00000027506,8990653,9069783,3,protein_coding,Tpd52
40,ENSG00000111907,125119049,125264407,6,protein_coding,TPD52L1,ENSMUSG00000000296,31208372,31321954,10,protein_coding,Tpd52l1
121,ENSG00000101150,63865228,63891545,20,protein_coding,TPD52L2,ENSMUSG00000000827,181138935,181159759,2,protein_coding,Tpd52l2
2192,ENSG00000141933,507497,519654,19,protein_coding,TPGS1,ENSMUSG00000020308,79505203,79511961,10,protein_coding,Tpgs1
3918,ENSG00000134779,36777647,36829216,18,protein_coding,TPGS2,ENSMUSG00000024269,25260280,25302064,18,protein_coding,Tpgs2
10454,ENSG00000129167,18017555,18046269,11,protein_coding,TPH1,ENSMUSG00000040046,46294065,46321961,7,protein_coding,Tph1
957,ENSG00000139287,71938845,72186618,12,protein_coding,TPH2,ENSMUSG00000006764,114914546,115020927,10,protein_coding,Tph2
6695,ENSG00000196511,144451941,144836395,7,protein_coding,TPK1,ENSMUSG00000029735,43321935,43643212,6,protein_coding,Tpk1
7947,ENSG00000140416,63042632,63071915,15,protein_coding,TPM1,ENSMUSG00000032366,66929872,66956688,9,protein_coding,Tpm1
5982,ENSG00000198467,35681992,35690056,9,protein_coding,TPM2,ENSMUSG00000028464,43514711,43523765,4,protein_coding,Tpm2
7622,ENSG00000167460,16067021,16103002,19,protein_coding,TPM4,ENSMUSG00000031799,72884018,72906986,8,protein_coding,Tpm4
2750,ENSG00000137364,18128311,18155077,6,protein_coding,TPMT,ENSMUSG00000021376,47175958,47198213,13,protein_coding,Tpmt
7201,ENSG00000166340,6612768,6619448,11,protein_coding,TPP1,ENSMUSG00000030894,105394018,105401442,7,protein_coding,Tpp1
10959,ENSG00000134900,102596986,102679958,13,protein_coding,TPP2,ENSMUSG00000041763,43972807,44042160,1,protein_coding,Tpp2
2834,ENSG00000171368,659862,693352,5,protein_coding,TPPP,ENSMUSG00000021573,74157526,74183872,13,protein_coding,Tppp
1072,ENSG00000179636,21024109,21036276,14,protein_coding,TPPP2,ENSMUSG00000008813,52155882,52158157,14,protein_coding,Tppp2
1363,ENSG00000159713,67389809,67393518,16,protein_coding,TPPP3,ENSMUSG00000014846,106194125,106198158,8,protein_coding,Tppp3
848,ENSG00000047410,186311652,186375693,1,protein_coding,TPR,ENSMUSG00000006005,150268589,150325686,1,protein_coding,Tpr
447,ENSG00000163870,127571232,127598267,3,protein_coding,TPRA1,ENSMUSG00000002871,88879233,88889220,6,protein_coding,Tpra1
12302,ENSG00000188001,188947214,189325304,3,protein_coding,TPRG1,ENSMUSG00000048399,25105567,25241094,16,protein_coding,Tprg
6309,ENSG00000158109,3625015,3630127,1,protein_coding,TPRG1L,ENSMUSG00000029030,154241942,154245123,4,protein_coding,Tprgl
13233,ENSG00000144034,73729104,73737400,2,protein_coding,TPRKB,ENSMUSG00000054226,85888847,85907266,6,protein_coding,Tprkb
12352,ENSG00000176058,137191617,137204193,9,protein_coding,TPRN,ENSMUSG00000048707,25152630,25159897,2,protein_coding,Tprn
8254,ENSG00000116176,1221651,1225268,16,protein_coding,TPSG1,ENSMUSG00000033200,25588247,25593416,17,protein_coding,Tpsg1
8501,ENSG00000169902,66205317,66420543,7,protein_coding,TPST1,ENSMUSG00000034118,130102167,130164570,5,protein_coding,Tpst1
6483,ENSG00000128294,26521996,26596717,22,protein_coding,TPST2,ENSMUSG00000029344,112424557,112463227,5,protein_coding,Tpst2
5471,ENSG00000088325,31739271,31801805,20,protein_coding,TPX2,ENSMUSG00000027469,152689884,152737241,2,protein_coding,Tpx2
6725,ENSG00000164548,23504780,23532041,7,protein_coding,TRA2A,ENSMUSG00000029817,49220858,49240967,6,protein_coding,Tra2a
3514,ENSG00000136527,185914558,185938103,3,protein_coding,TRA2B,ENSMUSG00000022858,22063299,22084755,16,protein_coding,Tra2b
1422,ENSG00000170638,50185913,50199598,22,protein_coding,TRABD,ENSMUSG00000015363,88959327,88971280,15,protein_coding,Trabd
14698,ENSG00000269113,47760528,47997385,1,protein_coding,TRABD2B,ENSMUSG00000070867,114263921,114472295,4,protein_coding,Trabd2b
7676,ENSG00000102871,67154185,67159909,16,protein_coding,TRADD,ENSMUSG00000031887,105984918,105991241,8,protein_coding,Tradd
5175,ENSG00000056558,120902393,120929173,9,protein_coding,TRAF1,ENSMUSG00000026875,34831762,34851784,2,protein_coding,Traf1
5208,ENSG00000127191,136881912,136926607,9,protein_coding,TRAF2,ENSMUSG00000026942,25407994,25436952,2,protein_coding,Traf2
2707,ENSG00000131323,102777449,102911500,14,protein_coding,TRAF3,ENSMUSG00000021277,111132804,111233587,12,protein_coding,Traf3
8565,ENSG00000204104,238320441,238400897,2,protein_coding,TRAF3IP1,ENSMUSG00000034292,91422369,91457029,1,protein_coding,Traf3ip1
1941,ENSG00000056972,111555381,111606906,6,protein_coding,TRAF3IP2,ENSMUSG00000019842,39488930,39531303,10,protein_coding,Traf3ip2
9488,ENSG00000009790,209756032,209782320,1,protein_coding,TRAF3IP3,ENSMUSG00000037318,192857761,192884011,1,protein_coding,Traf3ip3
1600,ENSG00000076604,28744011,28750956,17,protein_coding,TRAF4,ENSMUSG00000017386,78049325,78056415,11,protein_coding,Traf4
5032,ENSG00000082512,211326615,211374946,1,protein_coding,TRAF5,ENSMUSG00000026637,191729166,191776868,1,protein_coding,Traf5
5292,ENSG00000175104,36483769,36510272,11,protein_coding,TRAF6,ENSMUSG00000027164,101508774,101532014,2,protein_coding,Traf6
13044,ENSG00000131653,2155698,2178129,16,protein_coding,TRAF7,ENSMUSG00000052752,24727536,24746912,17,protein_coding,Traf7
11252,ENSG00000135148,112125538,112153604,12,protein_coding,TRAFD1,ENSMUSG00000042726,121509788,121523695,5,protein_coding,Trafd1
8070,ENSG00000183763,49828601,49856574,3,protein_coding,TRAIP,ENSMUSG00000032586,107827335,107849469,9,protein_coding,Traip
8042,ENSG00000182606,42013802,42225890,3,protein_coding,TRAK1,ENSMUSG00000032536,121126568,121303984,9,protein_coding,Trak1
4715,ENSG00000115993,201377207,201451500,2,protein_coding,TRAK2,ENSMUSG00000026028,58939608,59012589,1,protein_coding,Trak2
4671,ENSG00000067167,70573218,70608416,8,protein_coding,TRAM1,ENSMUSG00000025935,13634922,13660134,1,protein_coding,Tram1
11583,ENSG00000174599,117083554,117085576,4,protein_coding,TRAM1L1,ENSMUSG00000044528,124114504,124118392,3,protein_coding,Tram1l1
10966,ENSG00000065308,52497408,52577060,6,protein_coding,TRAM2,ENSMUSG00000041779,21066523,21149453,1,protein_coding,Tram2
